FECHA,PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,PUNTO_MUESTREO,VALOR_DIARIO_MAG_8,VALIDACION,intensidad_total_diaria,ocupacion_media_diaria,carga_media_diaria,mes,dia_semana,VALOR_DIARIO_DIA_ANTERIOR,velocidad_viento,humedad_relativa,precipitaciones
2023-07-28,28,79,56,8,28079056_8_8,38.0,V,135678,3.197916666666667,21.921875,7,4,32.0,1.01,38.0,0.0
2023-07-29,28,79,56,8,28079056_8_8,30.0,V,91548,1.890625,14.385416666666668,7,5,38.0,1.08,38.0,0.0
2023-07-30,28,79,56,8,28079056_8_8,26.0,V,84269,1.90625,13.333333333333332,7,6,30.0,1.04,40.0,0.0
2023-07-31,28,79,56,8,28079056_8_8,31.0,V,124515,2.807291666666667,19.854166666666664,7,0,26.0,1.11,39.0,0.0
2023-08-01,28,79,56,8,28079056_8_8,27.0,V,138606,3.3355263157894735,26.877357456140352,8,1,31.0,1.03,33.0,0.0
2023-08-02,28,79,56,8,28079056_8_8,26.0,V,135720,3.2552083333333335,26.057291666666668,8,2,27.0,1.15,39.0,0.0
2023-08-03,28,79,56,8,28079056_8_8,15.0,V,129158,3.0625,24.979166666666664,8,3,26.0,1.25,43.0,0.0
2023-08-04,28,79,56,8,28079056_8_8,19.0,V,125917,3.0416666666666665,24.1875,8,4,15.0,1.63,42.0,0.0
2023-08-05,28,79,56,8,28079056_8_8,24.0,V,92204,2.098958333333333,17.21875,8,5,19.0,1.24,40.0,0.0
2023-08-06,28,79,56,8,28079056_8_8,27.0,V,80512,1.8072916666666665,14.942708333333332,8,6,24.0,1.02,36.0,0.0
2023-08-07,28,79,56,8,28079056_8_8,35.0,V,117049,2.828125,22.239583333333332,8,0,27.0,1.11,36.0,0.0
2023-08-08,28,79,56,8,28079056_8_8,43.0,V,115926,2.78125,22.140625,8,1,35.0,1.01,39.0,0.0
2023-08-09,28,79,56,8,28079056_8_8,48.0,V,114171,2.840979609929078,22.068705673758863,8,2,43.0,0.88,39.0,0.0
2023-08-10,28,79,56,8,28079056_8_8,33.0,V,107168,2.78199220134704,21.226633581472292,8,3,48.0,0.92,33.0,0.0
2023-08-11,28,79,56,8,28079056_8_8,54.0,V,111483,2.6041666666666665,21.505208333333336,8,4,33.0,0.82,32.0,0.0
2023-08-12,28,79,56,8,28079056_8_8,36.0,V,75053,1.7604166666666667,14.317708333333334,8,5,54.0,0.85,35.0,0.0
2023-08-13,28,79,56,8,28079056_8_8,22.0,V,65274,1.4739583333333333,12.359375,8,6,36.0,1.1,39.0,0.0
2023-08-14,28,79,56,8,28079056_8_8,37.0,V,90854,2.260416666666667,17.5,8,0,22.0,0.96,31.0,0.0
2023-08-15,28,79,56,8,28079056_8_8,24.0,V,66464,1.5520833333333335,12.71875,8,1,37.0,0.92,32.0,0.0
2023-08-16,28,79,56,8,28079056_8_8,38.0,V,104641,2.5520833333333335,20.234375,8,2,24.0,0.91,36.0,0.0
2023-08-17,28,79,56,8,28079056_8_8,39.0,V,106697,2.515625,20.286458333333336,8,3,38.0,0.93,35.0,0.0
2023-08-18,28,79,56,8,28079056_8_8,30.0,V,102014,2.398245614035088,19.6202850877193,8,4,39.0,1.11,34.0,0.0
2023-08-19,28,79,56,8,28079056_8_8,28.0,V,78344,1.8020833333333335,14.703125,8,5,30.0,0.86,38.0,0.0
2023-08-20,28,79,56,8,28079056_8_8,31.0,V,72634,1.5885416666666667,13.447916666666668,8,6,28.0,0.81,35.0,0.0
2023-08-21,28,79,56,8,28079056_8_8,38.0,V,115996,2.71875,21.911458333333332,8,0,31.0,0.87,36.0,0.0
2023-08-22,28,79,56,8,28079056_8_8,28.0,V,118960,3.034906914893617,22.49512411347518,8,1,38.0,0.97,32.0,0.0
2023-08-23,28,79,56,8,28079056_8_8,31.0,V,116273,2.768395390070922,22.235261524822693,8,2,28.0,1.11,33.0,0.0
2023-08-24,28,79,56,8,28079056_8_8,30.0,V,115473,2.75,22.244791666666664,8,3,31.0,1.01,32.0,0.0
2023-08-25,28,79,56,8,28079056_8_8,13.0,V,114677,2.7395833333333335,22.229166666666668,8,4,30.0,1.15,28.0,0.0
2023-08-26,28,79,56,8,28079056_8_8,11.0,V,90025,2.0638297872340425,16.72340425531915,8,5,13.0,1.39,33.0,0.0
2023-08-27,28,79,56,8,28079056_8_8,4.0,V,95335,2.067708333333333,17.057291666666668,8,6,11.0,1.25,42.0,0.0
2023-08-28,28,79,56,8,28079056_8_8,9.0,V,129242,3.083333333333333,24.838541666666664,8,0,4.0,1.03,45.0,0.0
2023-08-29,28,79,56,8,28079056_8_8,9.0,V,133873,3.1614583333333335,25.916666666666664,8,1,9.0,1.09,45.0,0.0
2023-08-30,28,79,56,8,28079056_8_8,11.0,V,134882,3.2567434210526316,26.407017543859652,8,2,9.0,1.1,44.0,0.0
2023-08-31,28,79,56,8,28079056_8_8,18.0,V,138001,3.291666666666667,27.078125,8,3,11.0,0.85,42.0,0.0
2023-09-01,28,79,56,8,28079056_8_8,32.0,V,134884,3.307291666666667,22.333333333333336,9,4,18.0,0.86,42.0,0.0
2023-09-02,28,79,56,8,28079056_8_8,43.0,V,121414,2.800766941391941,19.02106227106227,9,5,32.0,1.15,70.0,10.7
2023-09-03,28,79,56,8,28079056_8_8,23.0,V,91213,2.026041666666667,14.364583333333334,9,6,43.0,1.06,92.0,31.0
2023-09-04,28,79,56,8,28079056_8_8,36.0,V,159141,4.390625,25.598958333333332,9,0,23.0,0.76,88.0,49.6
2023-09-05,28,79,56,8,28079056_8_8,44.0,V,167005,4.682291666666667,27.0,9,1,36.0,0.73,72.0,0.3
2023-09-06,28,79,56,8,28079056_8_8,49.0,V,167094,4.90625,27.53125,9,2,44.0,0.73,73.0,18.45
2023-09-07,28,79,56,8,28079056_8_8,47.0,V,168949,5.135416666666666,27.765625,9,3,49.0,0.92,67.0,0.25
2023-09-08,28,79,56,8,28079056_8_8,51.0,V,166827,5.015625,27.234375,9,4,47.0,1.0,65.0,1.65
2023-09-09,28,79,56,8,28079056_8_8,31.0,V,140917,3.1197916666666665,21.572916666666664,9,5,51.0,0.88,73.0,3.4
2023-09-10,28,79,56,8,28079056_8_8,27.0,V,113653,2.544078947368421,17.721436403508772,9,6,31.0,0.92,75.0,4.0
2023-09-11,28,79,56,8,28079056_8_8,29.0,V,174121,5.119791666666667,28.229166666666664,9,0,27.0,0.96,71.0,2.4
2023-09-12,28,79,56,8,28079056_8_8,38.0,V,169647,4.958333333333333,27.765625,9,1,29.0,0.82,65.0,0.1
2023-09-13,28,79,56,8,28079056_8_8,32.0,V,166435,5.302083333333333,27.848958333333336,9,2,38.0,0.99,58.0,0.0
2023-09-14,28,79,56,8,28079056_8_8,38.0,V,184119,5.71875,29.96875,9,3,32.0,1.08,64.0,0.0
2023-09-15,28,79,56,8,28079056_8_8,32.0,V,182995,5.104166666666667,30.020833333333336,9,4,38.0,1.1,74.0,18.9
2023-09-16,28,79,56,8,28079056_8_8,34.0,V,148514,3.3072916666666665,22.515625,9,5,32.0,0.93,79.0,0.7
2023-09-17,28,79,56,8,28079056_8_8,27.0,V,126328,3.369791666666667,19.786458333333336,9,6,34.0,0.96,85.0,6.45
2023-09-18,28,79,56,8,28079056_8_8,37.0,V,169196,5.125,28.041666666666664,9,0,27.0,0.77,81.0,0.0
2023-09-19,28,79,56,8,28079056_8_8,44.0,V,170428,5.244791666666667,28.015625,9,1,37.0,0.74,70.0,0.0
2023-09-20,28,79,56,8,28079056_8_8,36.0,V,170571,6.151041666666667,28.567708333333332,9,2,44.0,1.02,63.0,0.0
2023-09-21,28,79,56,8,28079056_8_8,16.0,V,154302,5.686594202898551,26.616847826086953,9,3,36.0,1.26,75.0,0.35
2023-09-22,28,79,56,8,28079056_8_8,16.0,V,176411,5.598958333333333,29.432291666666664,9,4,16.0,0.99,55.0,0.0
2023-09-23,28,79,56,8,28079056_8_8,37.0,V,137723,3.09375,21.4375,9,5,16.0,0.77,59.0,0.0
2023-09-24,28,79,56,8,28079056_8_8,43.0,V,132103,2.9479166666666665,21.010416666666668,9,6,37.0,0.7,58.0,0.0
2023-09-25,28,79,56,8,28079056_8_8,57.0,V,163527,4.807291666666667,27.59375,9,0,43.0,0.72,55.0,0.0
2023-09-26,28,79,56,8,28079056_8_8,64.0,V,163473,5.109375,27.75,9,1,57.0,0.72,58.0,0.0
2023-09-27,28,79,56,8,28079056_8_8,55.0,V,176675,5.885416666666667,29.401041666666664,9,2,64.0,0.79,62.0,0.0
2023-09-28,28,79,56,8,28079056_8_8,57.0,V,175016,5.703125,29.276041666666664,9,3,55.0,0.77,61.0,0.0
2023-09-29,28,79,56,8,28079056_8_8,56.0,V,176910,5.520833333333334,29.291666666666668,9,4,57.0,0.77,57.0,0.0
2023-09-30,28,79,56,8,28079056_8_8,53.0,V,141562,3.375,22.427083333333336,9,5,56.0,0.76,58.0,0.0
2023-10-01,28,79,56,8,28079056_8_8,50.0,V,127154,2.859375,19.947916666666664,10,6,53.0,0.75,56.0,0.0
2023-10-02,28,79,56,8,28079056_8_8,63.0,V,163733,5.242543859649123,27.327138157894737,10,0,50.0,0.74,53.0,0.0
2023-10-03,28,79,56,8,28079056_8_8,67.0,V,157844,5.194359756097561,26.47535569105691,10,1,63.0,0.73,56.0,0.0
2023-10-04,28,79,56,8,28079056_8_8,53.0,V,173751,5.4375,28.802083333333332,10,2,67.0,0.82,62.0,0.0
2023-10-05,28,79,56,8,28079056_8_8,66.0,V,176666,5.84375,29.640625,10,3,53.0,0.74,60.0,0.0
2023-10-06,28,79,56,8,28079056_8_8,63.0,V,182056,5.833333333333333,30.635416666666664,10,4,66.0,0.73,52.0,0.0
2023-10-07,28,79,56,8,28079056_8_8,58.0,V,159623,4.3125,25.59375,10,5,63.0,0.74,51.0,0.0
2023-10-08,28,79,56,8,28079056_8_8,50.0,V,134679,3.260416666666667,22.177083333333336,10,6,58.0,0.72,51.0,0.0
2023-10-09,28,79,56,8,28079056_8_8,68.0,V,168686,5.239583333333333,28.302083333333336,10,0,50.0,0.7,51.0,0.0
2023-10-10,28,79,56,8,28079056_8_8,70.0,V,166238,6.177083333333333,28.583333333333332,10,1,68.0,0.71,55.0,0.0
2023-10-11,28,79,56,8,28079056_8_8,67.0,V,174507,5.663157894736842,29.8,10,2,70.0,0.73,56.0,0.0
2023-10-12,28,79,56,8,28079056_8_8,56.0,V,112373,2.510416666666667,18.0625,10,3,67.0,0.72,54.0,0.0
2023-10-13,28,79,56,8,28079056_8_8,44.0,V,142501,3.765625,23.395833333333332,10,4,56.0,0.78,52.0,0.0
2023-10-14,28,79,56,8,28079056_8_8,33.0,V,116936,2.6875,18.375,10,5,44.0,0.76,75.0,1.7
2023-10-15,28,79,56,8,28079056_8_8,24.0,V,113854,2.78125,18.104166666666664,10,6,33.0,0.69,78.0,1.85
2023-10-16,28,79,56,8,28079056_8_8,29.0,V,158572,4.828125,27.0,10,0,24.0,0.84,79.0,0.1
2023-10-17,28,79,56,8,28079056_8_8,32.0,V,174774,6.057291666666667,29.1875,10,1,29.0,1.34,73.0,0.6
2023-10-18,28,79,56,8,28079056_8_8,12.0,V,167489,6.990530303030304,29.26657196969697,10,2,32.0,1.56,83.0,2.15
2023-10-19,28,79,56,8,28079056_8_8,25.0,V,180040,6.71875,29.765625,10,3,12.0,1.19,97.0,98.0
2023-10-20,28,79,56,8,28079056_8_8,13.0,V,179431,5.536458333333333,29.96875,10,4,25.0,1.32,80.0,0.95
2023-10-21,28,79,56,8,28079056_8_8,26.0,V,144137,3.7604166666666665,23.28125,10,5,13.0,0.84,69.0,0.0
2023-10-22,28,79,56,8,28079056_8_8,30.0,V,141515,3.3072916666666665,21.609375,10,6,26.0,1.1,77.0,34.75
2023-10-23,28,79,56,8,28079056_8_8,25.0,V,172649,5.776041666666666,28.46875,10,0,30.0,0.89,90.0,11.3
2023-10-24,28,79,56,8,28079056_8_8,19.0,V,154384,5.494791666666667,26.6875,10,1,25.0,1.11,87.0,1.3
2023-10-25,28,79,56,8,28079056_8_8,14.0,V,183453,5.744791666666667,30.135416666666664,10,2,19.0,1.23,90.0,0.0
2023-10-26,28,79,56,8,28079056_8_8,16.0,V,300554,7.130208333333333,43.052083333333336,10,3,14.0,1.42,91.0,5.6
2023-10-27,28,79,56,8,28079056_8_8,19.0,V,160628,5.427083333333333,27.760416666666664,10,4,16.0,1.14,87.0,0.1
2023-10-28,28,79,56,8,28079056_8_8,13.0,V,127556,3.385416666666667,21.364583333333336,10,5,19.0,1.29,83.0,0.0
2023-10-29,28,79,56,8,28079056_8_8,20.0,V,109007,2.791666666666667,18.369791666666668,10,6,13.0,1.13,84.0,2.2
2023-10-30,28,79,56,8,28079056_8_8,24.0,V,150202,5.119791666666667,26.213541666666664,10,0,20.0,1.03,83.0,4.2
2023-10-31,28,79,56,8,28079056_8_8,49.0,V,160253,5.651041666666667,27.807291666666664,10,1,24.0,0.68,86.0,0.0
2023-12-01,28,79,56,8,28079056_8_8,24.0,V,324378,5.546875,28.197916666666668,12,4,49.0,1.05,78.0,22.3
2023-12-02,28,79,56,8,28079056_8_8,33.0,V,277340,4.046875,22.973958333333332,12,5,24.0,0.8,68.0,0.0
2023-12-03,28,79,56,8,28079056_8_8,41.0,V,217202,2.7552083333333335,18.078125,12,6,33.0,0.7,86.0,0.0
2023-12-04,28,79,56,8,28079056_8_8,34.0,V,294296,4.901041666666666,25.619791666666664,12,0,41.0,1.0,89.0,1.45
2023-12-05,28,79,56,8,28079056_8_8,51.0,V,307602,4.979166666666666,26.776041666666668,12,1,34.0,0.79,72.0,0.0
2023-12-06,28,79,56,8,28079056_8_8,49.0,V,194112,2.3125,16.026041666666664,12,2,51.0,0.66,76.0,0.0
2023-12-07,28,79,56,8,28079056_8_8,47.0,V,240752,3.25,20.552083333333336,12,3,49.0,0.63,92.0,17.05
2023-12-08,28,79,56,8,28079056_8_8,17.0,V,182624,2.125,14.869791666666666,12,4,47.0,1.07,76.0,0.8
2023-12-09,28,79,56,8,28079056_8_8,29.0,V,200864,2.3489583333333335,16.526041666666668,12,5,17.0,0.96,89.0,0.0
2023-12-10,28,79,56,8,28079056_8_8,19.0,V,196874,2.5,16.34375,12,6,29.0,0.69,94.0,0.0
2023-12-11,28,79,56,8,28079056_8_8,34.0,V,302284,5.203125,26.505208333333332,12,0,19.0,0.68,86.0,0.0
2023-12-12,28,79,56,8,28079056_8_8,46.0,V,312308,5.635416666666666,27.208333333333336,12,1,34.0,0.7,95.0,2.85
2023-12-13,28,79,56,8,28079056_8_8,19.0,V,319738,6.125,27.838541666666668,12,2,46.0,1.22,73.0,0.1
2023-12-14,28,79,56,8,28079056_8_8,53.0,V,325890,6.385416666666666,28.583333333333332,12,3,19.0,0.82,70.0,0.0
2023-12-15,28,79,56,8,28079056_8_8,58.0,V,330988,6.145833333333333,29.104166666666664,12,4,53.0,0.92,75.0,0.0
2023-12-16,28,79,56,8,28079056_8_8,55.0,V,286160,4.1875,24.088541666666664,12,5,58.0,0.69,77.0,0.0
2023-12-17,28,79,56,8,28079056_8_8,51.0,V,257342,3.6197916666666665,21.15625,12,6,55.0,0.7,77.0,0.0
2023-12-18,28,79,56,8,28079056_8_8,74.0,V,311262,5.864583333333333,27.328125,12,0,51.0,0.65,78.0,0.0
2023-12-19,28,79,56,8,28079056_8_8,69.0,V,318860,6.083333333333334,27.96875,12,1,74.0,0.69,79.0,0.0
2023-12-20,28,79,56,8,28079056_8_8,45.0,V,321196,6.447916666666667,28.25,12,2,69.0,1.14,71.0,0.3
2023-12-21,28,79,56,8,28079056_8_8,77.0,V,330924,6.4375,28.994791666666668,12,3,45.0,0.65,73.0,0.0
2023-12-22,28,79,56,8,28079056_8_8,58.0,V,322526,5.447916666666666,28.03125,12,4,77.0,0.68,76.0,0.0
2023-12-23,28,79,56,8,28079056_8_8,45.0,V,243300,3.2239583333333335,20.338541666666664,12,5,58.0,0.69,73.0,0.0
2023-12-24,28,79,56,8,28079056_8_8,40.0,V,178236,2.2708333333333335,14.411458333333332,12,6,45.0,0.7,78.0,0.0
2023-12-25,28,79,56,8,28079056_8_8,39.0,V,161744,2.3522727272727275,14.335227272727273,12,0,40.0,0.68,82.0,0.0
2023-12-26,28,79,56,8,28079056_8_8,43.0,V,249794,3.43859649122807,21.150383771929825,12,1,39.0,0.68,86.0,0.0
2023-12-27,28,79,56,8,28079056_8_8,50.0,V,265512,3.723958333333333,22.53125,12,2,43.0,0.67,84.0,0.0
2023-12-28,28,79,56,8,28079056_8_8,51.0,V,264352,3.588541666666667,22.53125,12,3,50.0,0.65,83.0,0.0
2023-12-29,28,79,56,8,28079056_8_8,50.0,V,260746,3.5104166666666665,22.229166666666668,12,4,51.0,0.66,83.0,0.0
2023-12-30,28,79,56,8,28079056_8_8,44.0,V,205692,2.494791666666667,16.84375,12,5,50.0,0.69,81.0,0.0
2023-12-31,28,79,56,8,28079056_8_8,17.0,V,165856,3.4739583333333335,13.859375,12,6,44.0,1.11,88.0,0.0
2024-01-01,28,79,56,8,28079056_8_8,35.0,V,81593,2.194407894736842,13.448793859649122,1,0,17.0,0.72,84.0,0.0
2024-01-02,28,79,56,8,28079056_8_8,47.0,V,115686,2.9947916666666665,19.59375,1,1,35.0,0.64,93.0,0.1
2024-01-03,28,79,56,8,28079056_8_8,30.0,V,130047,3.6466008771929825,22.20202850877193,1,2,47.0,0.88,97.0,2.7
2024-01-04,28,79,56,8,28079056_8_8,37.0,V,130192,3.614583333333333,22.234375,1,3,30.0,0.68,99.0,7.8
2024-01-05,28,79,56,8,28079056_8_8,13.0,V,132797,3.859375,22.671875,1,4,37.0,1.47,77.0,2.65
2024-01-06,28,79,56,8,28079056_8_8,15.0,V,97677,2.5677083333333335,16.421875,1,5,13.0,1.3,66.0,0.0
2024-01-07,28,79,56,8,28079056_8_8,35.0,V,104612,2.640625,17.286458333333332,1,6,15.0,0.75,68.0,0.0
2024-01-08,28,79,56,8,28079056_8_8,48.0,V,140133,4.411458333333334,24.265625,1,0,35.0,0.74,73.0,0.0
2024-01-09,28,79,56,8,28079056_8_8,44.0,V,144506,4.760416666666667,24.994791666666664,1,1,48.0,0.72,80.0,0.0
2024-01-10,28,79,56,8,28079056_8_8,36.0,V,146538,4.739583333333333,25.354166666666664,1,2,44.0,1.0,89.0,0.5
2024-01-11,28,79,56,8,28079056_8_8,33.0,V,148936,4.791666666666667,25.682291666666664,1,3,36.0,1.04,78.0,0.0
2024-01-12,28,79,56,8,28079056_8_8,42.0,V,155495,4.989583333333333,26.979166666666668,1,4,33.0,0.98,69.0,0.0
2024-01-13,28,79,56,8,28079056_8_8,48.0,V,125431,3.2760416666666665,21.229166666666668,1,5,42.0,0.65,77.0,0.0
2024-01-14,28,79,56,8,28079056_8_8,43.0,V,102412,2.6770833333333335,17.203125,1,6,48.0,0.67,91.0,1.95
2024-01-15,28,79,56,8,28079056_8_8,29.0,V,141456,4.708333333333333,24.526041666666664,1,0,43.0,1.1,98.0,4.15
2024-01-16,28,79,56,8,28079056_8_8,23.0,V,147230,5.067708333333333,25.578125,1,1,29.0,1.29,89.0,0.0
2024-01-17,28,79,56,8,28079056_8_8,14.0,V,149367,5.09375,25.895833333333336,1,2,23.0,2.05,90.0,8.6
2024-01-18,28,79,56,8,28079056_8_8,21.0,V,151993,5.083333333333334,26.65625,1,3,14.0,1.82,88.0,0.15
2024-01-19,28,79,56,8,28079056_8_8,29.0,V,152089,5.088541666666667,26.682291666666664,1,4,21.0,1.15,94.0,31.95
2024-01-20,28,79,56,8,28079056_8_8,27.0,V,125298,3.453125,20.760416666666664,1,5,29.0,0.94,78.0,0.0
2024-01-21,28,79,56,8,28079056_8_8,35.0,V,112630,2.9985745614035086,18.51606359649123,1,6,27.0,0.7,80.0,0.0
2024-01-22,28,79,56,8,28079056_8_8,42.0,V,136534,4.521078431372549,24.08658088235294,1,0,35.0,0.66,88.0,0.0
2024-01-23,28,79,56,8,28079056_8_8,45.0,V,148100,4.942708333333333,25.567708333333332,1,1,42.0,0.64,85.0,0.0
2024-01-24,28,79,56,8,28079056_8_8,45.0,V,151627,5.307291666666667,26.338541666666668,1,2,45.0,0.67,82.0,0.0
2024-01-25,28,79,56,8,28079056_8_8,47.0,V,152204,4.880208333333333,26.104166666666668,1,3,45.0,0.7,80.0,0.0
2024-01-26,28,79,56,8,28079056_8_8,48.0,V,154601,4.744791666666666,26.770833333333336,1,4,47.0,0.67,75.0,0.0
2024-01-27,28,79,56,8,28079056_8_8,42.0,V,122500,3.229166666666667,20.666666666666668,1,5,48.0,0.72,72.0,0.0
2024-01-28,28,79,56,8,28079056_8_8,38.0,V,106886,2.7239583333333335,17.630208333333336,1,6,42.0,0.74,74.0,0.0
2024-01-29,28,79,56,8,28079056_8_8,44.0,V,143280,4.53125,24.6875,1,0,38.0,0.75,77.0,0.0
2024-01-30,28,79,56,8,28079056_8_8,51.0,V,148287,4.895833333333334,25.53125,1,1,44.0,0.7,82.0,0.0
2024-01-31,28,79,56,8,28079056_8_8,39.0,V,151509,5.078125,26.270833333333336,1,2,51.0,0.73,87.0,0.0
2024-02-01,28,79,56,8,28079056_8_8,42.0,V,154106,5.244791666666666,26.552083333333332,2,3,39.0,0.72,74.0,0.0
2024-02-02,28,79,56,8,28079056_8_8,41.0,V,158090,5.239583333333333,27.5,2,4,42.0,1.02,73.0,0.0
2024-02-03,28,79,56,8,28079056_8_8,41.0,V,123816,3.1510416666666665,20.677083333333336,2,5,41.0,0.86,71.0,0.0
2024-02-04,28,79,56,8,28079056_8_8,47.0,V,115195,3.050877192982456,18.854660087719296,2,6,41.0,0.7,65.0,0.0
2024-02-05,28,79,56,8,28079056_8_8,57.0,V,146918,4.75,25.317708333333332,2,0,47.0,0.67,69.0,0.0
2024-02-06,28,79,56,8,28079056_8_8,41.0,V,147190,4.739583333333334,25.317708333333336,2,1,57.0,0.74,77.0,0.0
2024-02-07,28,79,56,8,28079056_8_8,28.0,V,151017,5.09375,26.125,2,2,41.0,0.94,89.0,0.0
2024-02-08,28,79,56,8,28079056_8_8,34.0,V,151936,5.5625,26.614583333333332,2,3,28.0,1.09,86.0,0.2
2024-02-09,28,79,56,8,28079056_8_8,27.0,V,153930,5.260416666666666,27.005208333333332,2,4,34.0,1.34,96.0,9.8
2024-02-10,28,79,56,8,28079056_8_8,8.0,V,128577,3.5208333333333335,21.385416666666664,2,5,27.0,1.84,70.0,0.6
2024-02-11,28,79,56,8,28079056_8_8,12.0,V,105556,2.8229166666666665,17.901041666666664,2,6,8.0,1.34,79.0,0.0
2024-02-12,28,79,56,8,28079056_8_8,19.0,V,144302,4.685087719298245,25.04002192982456,2,0,12.0,1.38,87.0,0.0
2024-02-13,28,79,56,8,28079056_8_8,35.0,V,148866,4.994791666666667,25.776041666666664,2,1,19.0,0.74,88.0,0.0
2024-02-14,28,79,56,8,28079056_8_8,36.0,V,154985,5.34375,26.916666666666668,2,2,35.0,0.77,86.0,0.0
2024-02-15,28,79,56,8,28079056_8_8,37.0,V,152157,5.291666666666667,26.625,2,3,36.0,0.87,90.0,4.1
2024-02-16,28,79,56,8,28079056_8_8,32.0,V,157130,4.984375,27.083333333333336,2,4,37.0,1.05,68.0,0.0
2024-02-17,28,79,56,8,28079056_8_8,43.0,V,126393,3.265625,21.302083333333336,2,5,32.0,0.83,67.0,0.0
2024-02-18,28,79,56,8,28079056_8_8,42.0,V,108191,2.7447916666666665,17.932291666666668,2,6,43.0,0.73,64.0,0.0
2024-02-19,28,79,56,8,28079056_8_8,42.0,V,134000,4.65,24.85,2,0,42.0,0.83,67.0,0.0
2024-02-20,28,79,56,8,28079056_8_8,46.0,V,148681,4.979166666666666,25.598958333333336,2,1,42.0,0.79,63.0,0.0
2024-02-21,28,79,56,8,28079056_8_8,42.0,V,139017,4.510416666666667,24.192708333333336,2,2,46.0,0.76,72.0,0.0
2024-02-22,28,79,56,8,28079056_8_8,19.0,V,149237,4.572916666666667,25.921875,2,3,42.0,1.62,83.0,6.15
2024-02-23,28,79,56,8,28079056_8_8,14.0,V,149707,4.354166666666666,25.880208333333332,2,4,19.0,1.66,69.0,0.1
2024-02-24,28,79,56,8,28079056_8_8,12.0,V,116050,2.953125,19.302083333333336,2,5,14.0,1.39,68.0,0.0
2024-02-25,28,79,56,8,28079056_8_8,6.0,V,112551,3.119791666666667,18.677083333333336,2,6,12.0,2.42,88.0,0.45
2024-02-26,28,79,56,8,28079056_8_8,11.0,V,148659,4.963541666666666,25.927083333333336,2,0,6.0,1.71,66.0,0.0
2024-02-27,28,79,56,8,28079056_8_8,24.0,V,148949,4.880208333333333,26.010416666666664,2,1,11.0,1.3,52.0,0.0
2024-02-28,28,79,56,8,28079056_8_8,43.0,V,152896,5.598958333333333,26.6875,2,2,24.0,1.04,55.0,0.0
2024-02-29,28,79,56,8,28079056_8_8,31.0,V,156278,5.729166666666666,27.494791666666668,2,3,43.0,1.31,65.0,0.0
2024-03-01,28,79,56,8,28079056_8_8,15.0,V,161004,5.395833333333333,28.177083333333332,3,4,31.0,1.54,59.0,0.0
2024-03-02,28,79,56,8,28079056_8_8,12.0,V,122898,3.427083333333333,20.890625,3,5,15.0,1.97,88.0,12.85
2024-03-03,28,79,56,8,28079056_8_8,11.0,V,108712,3.0052083333333335,18.265625,3,6,12.0,1.47,66.0,0.0
2024-03-04,28,79,56,8,28079056_8_8,16.0,V,146987,4.661458333333333,25.427083333333336,3,0,11.0,1.59,81.0,0.0
2024-03-05,28,79,56,8,28079056_8_8,26.0,V,150736,4.921875,26.098958333333336,3,1,16.0,1.13,58.0,0.0
2024-03-06,28,79,56,8,28079056_8_8,48.0,V,157678,5.692708333333333,27.359375,3,2,26.0,0.81,66.0,0.0
2024-03-07,28,79,56,8,28079056_8_8,49.0,V,156053,5.625,27.401041666666664,3,3,48.0,1.17,80.0,4.4
2024-03-08,28,79,56,8,28079056_8_8,18.0,V,158796,5.401041666666666,27.786458333333336,3,4,49.0,1.99,82.0,6.35
2024-03-09,28,79,56,8,28079056_8_8,12.0,V,124521,3.286458333333333,20.854166666666664,3,5,18.0,1.92,88.0,5.75
2024-03-10,28,79,56,8,28079056_8_8,9.0,V,114690,3.1145833333333335,18.979166666666664,3,6,12.0,1.59,82.0,4.55
2024-03-11,28,79,56,8,28079056_8_8,22.0,V,148031,4.848958333333333,25.864583333333332,3,0,9.0,1.3,62.0,0.0
2024-03-12,28,79,56,8,28079056_8_8,49.0,V,151208,5.078125,26.458333333333332,3,1,22.0,0.79,66.0,0.0
2024-03-13,28,79,56,8,28079056_8_8,50.0,V,154163,5.21875,26.932291666666668,3,2,49.0,0.81,65.0,0.0
2024-03-14,28,79,56,8,28079056_8_8,40.0,V,157869,5.338541666666666,27.348958333333332,3,3,50.0,1.12,73.0,0.0
2024-03-15,28,79,56,8,28079056_8_8,33.0,V,160633,5.296875,28.109375,3,4,40.0,0.86,78.0,0.0
2024-03-16,28,79,56,8,28079056_8_8,39.0,V,127533,3.4010416666666665,21.260416666666668,3,5,33.0,0.8,87.0,0.0
2024-03-17,28,79,56,8,28079056_8_8,36.0,V,108172,2.8072916666666665,18.276041666666668,3,6,39.0,0.77,74.0,0.0
2024-03-18,28,79,56,8,28079056_8_8,53.0,V,148846,4.739583333333334,25.854166666666664,3,0,36.0,0.78,71.0,0.0
2024-03-19,28,79,56,8,28079056_8_8,50.0,V,152095,5.21875,26.520833333333332,3,1,53.0,0.84,64.0,0.0
2024-03-20,28,79,56,8,28079056_8_8,40.0,V,154472,5.34375,26.932291666666664,3,2,50.0,1.01,61.0,0.0
2024-03-21,28,79,56,8,28079056_8_8,40.0,V,158189,5.546875,27.598958333333336,3,3,40.0,1.26,58.0,0.0
